title,author,language,genres,data
to darkness and to death,juliaspencer-fleming,english,mystery fiction romance crime mysterythriller audiobook contemporary suspense thriller newyork,to darkness and to death juliaspencer-fleming english mystery fiction romance crime mysterythriller audiobook contemporary suspense thriller newyork
escape from the isle of the lost,melissadelacruz,english,fantasy middlegrade youngadult retellings fairytales childrens fiction adventure magic youngadultfantasy,escape from the isle of the lost melissadelacruz english fantasy middlegrade youngadult retellings fairytales childrens fiction adventure magic youngadultfantasy
specimen days,michaelcunningham,english,fiction sciencefiction historicalfiction shortstories american literature historical contemporary novels literaryfiction,specimen days michaelcunningham english fiction sciencefiction historicalfiction shortstories american literature historical contemporary novels literaryfiction
the vacancy,caelpercy,english,,the vacancy caelpercy english 
heres the story surviving marcia brady and finding my true voice,maureenmccormick,english,biography nonfiction memoir biographymemoir autobiography adult tv comingofage popculture mentalhealth,heres the story surviving marcia brady and finding my true voice maureenmccormick english biography nonfiction memoir biographymemoir autobiography adult tv comingofage popculture mentalhealth
lest the dew rust them,michaeldrakich,english,,lest the dew rust them michaeldrakich english 
capturing the devil,kerrimaniscalco,english,historicalfiction youngadult mystery romance historical mysterythriller audiobook thriller horror fantasy,capturing the devil kerrimaniscalco english historicalfiction youngadult mystery romance historical mysterythriller audiobook thriller horror fantasy
leven thumps and the eyes of the want,obertskye bensowards,english,fantasy youngadult fiction adventure magic middlegrade childrens youngadultfantasy juvenile youngreaders,leven thumps and the eyes of the want obertskye bensowards english fantasy youngadult fiction adventure magic middlegrade childrens youngadultfantasy juvenile youngreaders
this hallowed ground the story of the union side of the civil war,brucecatton lewisgannett,english,history civilwar nonfiction americancivilwar americanhistory militaryhistory militaryfiction war historical civilwarhistory,this hallowed ground the story of the union side of the civil war brucecatton lewisgannett english history civilwar nonfiction americancivilwar americanhistory militaryhistory militaryfiction war historical civilwarhistory
suicidas,raphaelmontes,portuguese,thriller suspense horror fiction crime mystery portugueseliterature brazil mysterythriller,suicidas raphaelmontes portuguese thriller suspense horror fiction crime mystery portugueseliterature brazil mysterythriller
because im worth it,cecilyvonziegesar,english,youngadult chicklit fiction contemporary romance teen highschool youngadultcontemporary drama realisticfiction,because im worth it cecilyvonziegesar english youngadult chicklit fiction contemporary romance teen highschool youngadultcontemporary drama realisticfiction
dangerous to know,barbarataylorbradford,english,romance fiction mystery chicklit novels adultfiction suspense contemporary womensfiction,dangerous to know barbarataylorbradford english romance fiction mystery chicklit novels adultfiction suspense contemporary womensfiction
valis,philipk.dick,english,sciencefiction fiction philosophy religion sciencefictionfantasy novels fantasy american speculativefiction literature,valis philipk.dick english sciencefiction fiction philosophy religion sciencefictionfantasy novels fantasy american speculativefiction literature
the midwifes apprentice,karencushman,english,historicalfiction youngadult fiction historical childrens middlegrade medieval juvenile comingofage britishliterature,the midwifes apprentice karencushman english historicalfiction youngadult fiction historical childrens middlegrade medieval juvenile comingofage britishliterature
glitter and gunfire,cynthiaeden,english,romance romanticsuspense harlequin contemporaryromance suspense contemporary militaryromance militaryfiction categoryromance crime,glitter and gunfire cynthiaeden english romance romanticsuspense harlequin contemporaryromance suspense contemporary militaryromance militaryfiction categoryromance crime
out of the shadows,kayhooper,english,mystery paranormal romance romanticsuspense suspense fiction thriller crime paranormalromance mysterythriller,out of the shadows kayhooper english mystery paranormal romance romanticsuspense suspense fiction thriller crime paranormalromance mysterythriller
the age of turbulence adventures in a new world,alangreenspan,english,economics nonfiction biography business history finance politics memoir autobiography audiobook,the age of turbulence adventures in a new world alangreenspan english economics nonfiction biography business history finance politics memoir autobiography audiobook
path to truth,judewatson,english,starwars sciencefiction fiction youngadult childrens fantasy middlegrade juvenile novels space,path to truth judewatson english starwars sciencefiction fiction youngadult childrens fantasy middlegrade juvenile novels space
girl stolen,aprilhenry,english,youngadult mystery realisticfiction thriller contemporary fiction suspense teen adventure disability,girl stolen aprilhenry english youngadult mystery realisticfiction thriller contemporary fiction suspense teen adventure disability
tote mdchen lgen nicht,jayasher,german,youngadult contemporary fiction realisticfiction mystery mentalhealth teen audiobook romance highschool,tote mdchen lgen nicht jayasher german youngadult contemporary fiction realisticfiction mystery mentalhealth teen audiobook romance highschool
